Rk,Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,FT/FGA,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_FT/FGA
674,1998-99,IND*,NBA,50,33,17,.660,3.74,0.12,3.86,86.4,108.7,104.4,.486,0.537,12.8,28.7,0.253,.460,0.508,12.7,30.1,0.236
675,1998-99,HOU*,NBA,50,31,19,.620,2.32,-0.93,1.39,88.8,105.4,102.9,.506,0.545,15.8,27.8,0.228,.461,0.499,12.4,30.1,0.188
676,1998-99,GSW,NBA,50,21,29,.420,-2.50,-0.13,-2.63,88.9,98.4,101.1,.434,0.471,14.1,35.2,0.190,.445,0.502,14.0,29.6,0.290
677,1998-99,DET*,NBA,50,29,21,.580,3.42,0.55,3.97,86.3,104.2,100.3,.480,0.528,15.6,30.5,0.256,.468,0.515,15.4,28.0,0.259
678,1998-99,DEN,NBA,50,14,36,.280,-6.60,-0.07,-6.67,90.5,103.1,110.4,.459,0.511,13.9,30.1,0.253,.499,0.543,13.2,30.8,0.248
679,1998-99,DAL,NBA,50,19,31,.380,-2.40,-0.10,-2.50,89.0,102.3,104.9,.459,0.502,13.2,29.8,0.218,.476,0.515,13.3,30.9,0.212
680,1998-99,CLE,NBA,50,22,28,.440,-1.72,0.78,-0.94,86.4,99.6,101.6,.464,0.520,15.9,25.1,0.285,.468,0.519,16.2,31.0,0.267
681,1998-99,CHI,NBA,50,13,37,.260,-9.46,0.88,-8.58,88.1,92.4,103.0,.424,0.470,15.1,26.8,0.219,.483,0.527,15.3,28.3,0.241
682,1998-99,CHH,NBA,50,26,24,.520,-0.10,0.73,0.63,89.7,102.3,102.4,.485,0.537,15.5,24.4,0.278,.461,0.508,14.3,30.5,0.240
683,1998-99,BOS,NBA,50,19,31,.380,-1.86,0.11,-1.75,91.5,100.4,102.4,.469,0.501,14.8,30.6,0.179,.465,0.520,15.6,30.6,0.287
684,1998-99,ATL*,NBA,50,31,19,.620,2.90,-0.08,2.82,85.3,100.5,97.1,.436,0.492,14.5,33.1,0.277,.437,0.480,13.4,27.9,0.202
685,1997-98,WAS,NBA,82,42,40,.512,0.59,0.53,1.11,91.8,105.2,104.5,.476,0.513,13.0,31.2,0.219,.481,0.528,15.1,30.5,0.248
686,1997-98,VAN,NBA,82,19,63,.232,-7.30,-0.17,-7.47,92.1,104.1,112.0,.482,0.527,15.8,31.5,0.242,.507,0.548,13.0,33.1,0.240
687,1997-98,UTA*,NBA,82,62,20,.756,6.54,-0.81,5.73,89.2,112.7,105.4,.510,0.569,14.8,32.3,0.334,.471,0.524,13.5,29.0,0.271
688,1997-98,TOR,NBA,82,16,66,.195,-9.27,0.94,-8.33,92.6,101.2,111.0,.462,0.504,15.1,32.1,0.217,.508,0.545,14.9,37.1,0.235
689,1997-98,SEA*,NBA,82,61,21,.744,7.17,-0.84,6.33,89.8,111.6,103.6,.521,0.558,13.4,28.7,0.236,.478,0.519,15.9,33.9,0.223
690,1997-98,SAS*,NBA,82,56,26,.683,3.99,-0.69,3.30,88.4,103.8,99.4,.493,0.531,15.6,30.6,0.241,.437,0.483,12.2,27.8,0.218
691,1997-98,SAC,NBA,82,27,55,.329,-5.59,-0.25,-5.83,92.1,100.8,106.9,.464,0.502,14.3,30.2,0.215,.482,0.526,14.0,33.4,0.230
692,1997-98,POR*,NBA,82,46,36,.561,1.40,-0.57,0.83,90.0,104.0,102.4,.476,0.524,15.8,33.0,0.256,.460,0.507,13.4,28.6,0.249
693,1997-98,PHO*,NBA,82,56,26,.683,5.18,-0.75,4.44,91.4,107.4,101.8,.500,0.540,14.0,29.7,0.217,.471,0.515,15.3,30.0,0.227
694,1997-98,PHI,NBA,82,31,51,.378,-2.39,0.50,-1.89,90.4,102.8,105.4,.462,0.514,15.4,32.5,0.271,.481,0.528,15.1,32.7,0.256
695,1997-98,ORL,NBA,82,41,41,.500,-1.07,0.54,-0.53,87.1,102.6,103.8,.452,0.499,14.5,34.2,0.240,.478,0.516,14.8,33.1,0.202
696,1997-98,NYK*,NBA,82,43,39,.524,2.46,0.28,2.74,88.2,103.0,100.3,.476,0.521,14.7,29.5,0.218,.455,0.511,14.7,26.0,0.282
697,1997-98,NJN*,NBA,82,43,39,.524,1.57,0.31,1.88,91.0,108.3,106.6,.463,0.513,12.9,36.7,0.253,.499,0.545,16.7,33.6,0.258
698,1997-98,MIN*,NBA,82,45,37,.549,0.71,-0.54,0.17,92.6,107.8,107.1,.483,0.529,12.7,30.6,0.244,.480,0.525,13.5,31.5,0.240
699,1997-98,MIL,NBA,82,36,46,.439,-1.91,0.58,-1.33,90.2,103.5,105.6,.475,0.527,15.8,31.4,0.260,.485,0.536,15.5,30.9,0.282
700,1997-98,MIA*,NBA,82,55,27,.671,4.93,0.16,5.09,87.9,107.6,102.0,.494,0.538,14.5,31.5,0.243,.452,0.504,14.2,30.4,0.257
701,1997-98,LAL*,NBA,82,61,21,.744,7.74,-0.87,6.88,93.6,111.9,103.7,.519,0.559,14.0,31.6,0.285,.467,0.514,14.1,31.2,0.245
702,1997-98,LAC,NBA,82,17,65,.207,-7.37,-0.16,-7.53,92.4,103.3,111.2,.477,0.518,14.8,29.6,0.221,.498,0.541,12.9,33.9,0.243
703,1997-98,IND*,NBA,82,58,24,.707,6.09,0.16,6.25,87.9,108.4,101.6,.502,0.550,14.0,27.9,0.262,.453,0.500,14.4,32.2,0.236
704,1997-98,HOU*,NBA,82,41,41,.500,-0.76,-0.47,-1.23,91.0,107.7,108.6,.496,0.544,14.8,29.8,0.251,.499,0.537,13.3,30.7,0.208
705,1997-98,GSW,NBA,82,19,63,.232,-9.12,-0.08,-9.20,91.4,95.8,105.7,.427,0.468,15.1,33.7,0.197,.469,0.515,13.0,31.4,0.247
706,1997-98,DET,NBA,82,37,45,.451,1.57,0.37,1.95,88.2,105.3,103.5,.472,0.523,14.0,30.9,0.267,.474,0.521,14.8,29.8,0.243
707,1997-98,DEN,NBA,82,11,71,.134,-11.78,0.04,-11.74,89.7,99.0,112.1,.440,0.496,15.1,30.2,0.259,.506,0.556,14.3,33.7,0.285
708,1997-98,DAL,NBA,82,20,62,.244,-6.11,-0.22,-6.33,89.9,100.5,107.2,.458,0.498,13.6,27.6,0.194,.488,0.523,14.0,34.9,0.195
709,1997-98,CLE*,NBA,82,47,35,.573,2.73,0.33,3.06,89.9,102.2,99.1,.478,0.529,16.5,30.0,0.266,.460,0.513,16.8,28.9,0.264
710,1997-98,CHI*,NBA,82,62,20,.756,7.11,0.13,7.24,89.0,107.7,99.8,.473,0.516,13.3,35.7,0.219,.457,0.500,14.7,29.4,0.220
711,1997-98,CHH*,NBA,82,51,31,.622,2.00,0.45,2.45,89.4,107.5,105.3,.495,0.542,14.6,30.4,0.259,.493,0.533,14.6,29.2,0.224
712,1997-98,BOS,NBA,82,36,46,.439,-2.62,0.66,-1.96,93.3,102.6,105.4,.464,0.504,14.6,32.8,0.206,.504,0.562,19.0,33.2,0.343
713,1997-98,ATL*,NBA,82,50,32,.610,3.51,0.34,3.85,87.7,108.2,104.3,.481,0.533,14.1,33.9,0.275,.468,0.506,13.0,30.9,0.194
714,1996-97,WSB*,NBA,82,44,38,.537,1.62,0.15,1.77,92.4,106.6,104.9,.505,0.540,14.6,30.2,0.210,.491,0.533,15.3,29.7,0.226
715,1996-97,VAN,NBA,82,14,68,.171,-10.23,0.06,-10.17,88.4,100.3,111.8,.471,0.507,15.3,29.7,0.191,.510,0.548,14.4,35.9,0.224
716,1996-97,UTA*,NBA,82,64,18,.780,8.79,-0.82,7.97,90.0,113.6,104.0,.530,0.581,14.7,29.7,0.299,.480,0.534,15.5,28.4,0.290
717,1996-97,TOR,NBA,82,30,52,.366,-3.12,0.57,-2.56,90.6,104.6,108.0,.481,0.521,15.2,32.5,0.218,.504,0.547,15.3,31.4,0.258
718,1996-97,SEA*,NBA,82,57,25,.695,7.68,-0.77,6.91,90.3,111.2,102.7,.510,0.557,14.2,30.9,0.269,.490,0.534,17.7,30.9,0.242
719,1996-97,SAS,NBA,82,20,62,.244,-7.88,-0.05,-7.93,87.3,103.3,112.3,.472,0.512,14.7,32.4,0.217,.514,0.554,14.0,33.0,0.236
720,1996-97,SAC,NBA,82,34,48,.415,-3.38,-0.26,-3.64,91.0,105.0,108.7,.485,0.526,15.0,32.0,0.226,.495,0.542,14.3,31.5,0.264
721,1996-97,POR*,NBA,82,49,33,.598,4.17,-0.61,3.56,90.9,107.9,103.3,.503,0.544,15.4,32.5,0.249,.471,0.522,14.3,27.6,0.268
722,1996-97,PHO*,NBA,82,40,42,.488,0.66,-0.45,0.21,93.2,109.3,108.6,.508,0.552,13.4,27.1,0.241,.507,0.545,14.4,30.6,0.215
723,1996-97,PHI,NBA,82,22,60,.268,-6.54,0.65,-5.89,95.3,104.6,111.4,.470,0.518,15.3,34.1,0.259,.510,0.548,13.8,33.5,0.222
724,1996-97,ORL*,NBA,82,45,37,.549,-0.35,0.28,-0.07,88.3,105.6,106.0,.481,0.524,14.5,30.9,0.227,.495,0.533,15.3,32.7,0.211
725,1996-97,NYK*,NBA,82,57,25,.695,3.12,0.18,3.31,90.5,104.4,101.0,.501,0.546,17.0,30.5,0.255,.463,0.516,15.4,26.6,0.279
726,1996-97,NJN,NBA,82,26,56,.317,-4.56,0.67,-3.89,92.4,104.7,109.7,.456,0.499,13.9,36.4,0.212,.503,0.546,14.1,31.0,0.244
727,1996-97,MIN*,NBA,82,40,42,.488,-1.48,-0.35,-1.82,90.7,105.5,107.1,.485,0.533,14.4,28.8,0.254,.486,0.534,14.6,31.7,0.252
728,1996-97,MIL,NBA,82,33,49,.402,-1.89,0.51,-1.38,89.5,106.2,108.3,.496,0.541,15.1,29.7,0.248,.501,0.544,14.1,30.1,0.253
729,1996-97,MIA*,NBA,82,61,21,.744,5.49,0.07,5.56,88.2,106.8,100.6,.507,0.546,15.5,29.2,0.233,.465,0.512,15.6,29.4,0.248
730,1996-97,LAL*,NBA,82,56,26,.683,4.27,-0.61,3.66,91.1,108.3,103.7,.496,0.535,13.7,31.6,0.243,.478,0.520,15.1,31.5,0.231
731,1996-97,LAC*,NBA,82,36,46,.439,-2.35,-0.31,-2.66,91.3,105.1,107.6,.482,0.524,14.7,30.8,0.227,.499,0.547,15.5,31.9,0.269
732,1996-97,IND,NBA,82,39,43,.476,0.98,0.52,1.49,89.0,105.8,104.7,.490,0.537,15.5,31.3,0.270,.480,0.529,15.0,29.6,0.258
733,1996-97,HOU*,NBA,82,57,25,.695,4.48,-0.62,3.85,91.6,108.8,104.0,.520,0.560,15.6,28.4,0.232,.481,0.516,13.3,28.6,0.190
734,1996-97,GSW,NBA,82,30,52,.366,-4.71,-0.20,-4.90,91.9,107.2,112.2,.493,0.543,15.8,32.3,0.258,.518,0.559,14.4,32.5,0.234
735,1996-97,DET*,NBA,82,54,28,.659,5.24,0.20,5.45,84.5,110.6,104.4,.512,0.554,13.0,27.5,0.244,.487,0.524,14.6,29.6,0.197
736,1996-97,DEN,NBA,82,21,61,.256,-6.28,-0.12,-6.40,92.4,104.5,111.2,.486,0.530,15.2,28.8,0.227,.501,0.539,11.8,30.7,0.206
737,1996-97,DAL,NBA,82,24,58,.293,-6.35,-0.12,-6.47,89.0,101.1,108.2,.469,0.509,15.4,30.0,0.213,.500,0.542,14.9,32.7,0.229
738,1996-97,CLE,NBA,82,42,40,.512,1.84,0.47,2.32,82.9,104.6,102.4,.493,0.531,15.0,29.4,0.215,.482,0.534,16.8,28.1,0.281
739,1996-97,CHI*,NBA,82,69,13,.841,10.80,-0.11,10.70,90.0,114.4,102.4,.511,0.547,12.5,35.9,0.199,.471,0.509,14.8,30.7,0.196
740,1996-97,CHH*,NBA,82,54,28,.659,1.87,0.26,2.13,88.6,110.9,108.9,.518,0.562,14.3,28.7,0.243,.496,0.533,13.3,31.9,0.204
741,1996-97,BOS,NBA,82,15,67,.183,-7.33,0.71,-6.62,95.8,103.9,111.4,.474,0.520,14.5,29.4,0.237,.539,0.575,15.8,31.5,0.243
742,1996-97,ATL*,NBA,82,56,26,.683,5.44,0.08,5.52,86.8,108.5,102.3,.498,0.542,14.6,31.5,0.236,.472,0.510,15.0,30.8,0.191
743,1995-96,WSB,NBA,82,39,43,.476,1.06,-0.07,0.99,93.7,108.7,107.6,.521,0.558,15.0,28.2,0.228,.489,0.541,15.0,32.2,0.274
744,1995-96,VAN,NBA,82,15,67,.183,-9.98,0.43,-9.55,91.0,97.6,108.5,.456,0.500,15.5,27.3,0.223,.510,0.551,16.1,33.7,0.241
745,1995-96,UTA*,NBA,82,55,27,.671,6.59,-0.34,6.25,90.0,113.3,106.1,.517,0.566,14.1,31.6,0.276,.489,0.543,15.1,28.3,0.295
746,1995-96,TOR,NBA,82,21,61,.256,-7.51,0.31,-7.20,93.2,103.8,111.8,.499,0.536,17.2,32.0,0.214,.514,0.560,14.7,33.2,0.272
747,1995-96,SEA*,NBA,82,64,18,.780,7.79,-0.40,7.40,93.8,110.3,102.1,.526,0.574,16.2,29.7,0.288,.479,0.524,16.7,30.5,0.252
748,1995-96,SAS*,NBA,82,59,23,.720,6.30,-0.33,5.98,93.3,110.2,103.5,.516,0.558,13.6,27.5,0.252,.472,0.513,13.9,30.0,0.216
749,1995-96,SAC*,NBA,82,39,43,.476,-2.71,0.09,-2.62,93.4,106.2,109.1,.493,0.540,16.0,32.5,0.271,.498,0.551,15.1,31.0,0.302
750,1995-96,POR*,NBA,82,44,38,.537,2.35,-0.14,2.21,92.6,106.0,103.5,.494,0.528,15.2,33.4,0.230,.478,0.522,13.5,26.6,0.236
751,1995-96,PHO*,NBA,82,41,41,.500,0.33,-0.05,0.28,93.2,110.3,110.0,.498,0.551,13.5,29.8,0.286,.511,0.550,13.3,28.6,0.225
752,1995-96,PHI,NBA,82,18,64,.220,-10.00,0.55,-9.45,92.2,102.2,113.0,.474,0.522,16.0,29.4,0.259,.522,0.558,14.4,35.0,0.217
753,1995-96,ORL*,NBA,82,60,22,.732,5.56,-0.16,5.40,91.8,112.9,106.9,.529,0.562,13.2,29.0,0.232,.491,0.532,14.0,31.2,0.223
754,1995-96,NYK*,NBA,82,47,35,.573,2.32,-0.08,2.24,91.0,106.0,103.5,.509,0.550,14.9,25.5,0.232,.476,0.523,14.8,28.9,0.251
755,1995-96,NJN,NBA,82,30,52,.366,-4.23,0.09,-4.14,90.9,101.9,106.5,.445,0.497,15.1,36.4,0.248,.495,0.535,14.5,29.1,0.223
756,1995-96,MIN,NBA,82,26,56,.317,-5.35,0.22,-5.14,93.5,104.1,109.8,.480,0.535,16.0,29.8,0.277,.509,0.555,15.0,31.3,0.267
757,1995-96,MIL,NBA,82,25,57,.305,-5.30,0.38,-4.92,90.2,105.6,111.5,.495,0.534,15.0,29.7,0.218,.520,0.560,14.1,31.6,0.248
758,1995-96,MIA*,NBA,82,42,40,.512,1.43,0.03,1.46,91.1,105.3,103.8,.501,0.541,16.0,30.1,0.245,.469,0.526,14.8,28.2,0.298
759,1995-96,LAL*,NBA,82,53,29,.646,4.45,-0.24,4.21,92.4,111.4,106.6,.515,0.555,13.3,30.1,0.228,.491,0.528,14.9,33.2,0.205
760,1995-96,LAC,NBA,82,29,53,.354,-3.60,0.13,-3.46,93.2,106.5,110.3,.511,0.544,15.3,29.3,0.210,.512,0.560,15.2,32.1,0.282
761,1995-96,IND*,NBA,82,52,30,.634,3.24,-0.14,3.11,89.3,110.8,107.2,.509,0.560,15.5,33.0,0.294,.491,0.539,14.7,30.7,0.271
762,1995-96,HOU*,NBA,82,48,34,.585,1.74,-0.12,1.63,93.2,109.3,107.4,.512,0.555,14.1,26.9,0.243,.495,0.530,13.6,31.4,0.206
763,1995-96,GSW,NBA,82,36,46,.439,-1.45,0.03,-1.42,93.4,108.4,109.9,.489,0.539,14.8,33.9,0.265,.510,0.551,15.2,32.8,0.232
764,1995-96,DET*,NBA,82,46,36,.561,2.50,-0.05,2.45,87.7,107.9,105.1,.504,0.551,14.6,28.0,0.271,.483,0.524,13.7,28.3,0.229
765,1995-96,DEN,NBA,82,35,47,.427,-2.71,0.09,-2.62,92.2,105.2,108.1,.481,0.526,14.2,30.7,0.242,.492,0.537,12.8,27.3,0.237
766,1995-96,DAL,NBA,82,26,56,.317,-4.90,0.19,-4.71,95.4,106.1,111.2,.470,0.507,13.3,34.1,0.192,.526,0.562,14.7,31.4,0.222
767,1995-96,CLE*,NBA,82,47,35,.573,2.59,-0.09,2.49,82.3,109.9,106.7,.510,0.551,13.7,28.6,0.226,.506,0.550,16.3,29.8,0.242
768,1995-96,CHI*,NBA,82,72,10,.878,12.24,-0.44,11.80,91.1,115.2,101.8,.517,0.555,13.1,36.9,0.217,.482,0.522,16.1,28.9,0.222
769,1995-96,CHH,NBA,82,41,41,.500,-0.57,0.09,-0.48,91.6,111.2,111.8,.514,0.558,14.1,29.5,0.246,.529,0.564,13.9,29.7,0.217
770,1995-96,BOS,NBA,82,33,49,.402,-3.40,0.03,-3.37,96.2,106.4,109.9,.494,0.534,14.1,28.8,0.235,.511,0.556,14.3,30.0,0.258
771,1995-96,ATL*,NBA,82,46,36,.561,1.22,0.07,1.29,89.6,109.4,108.0,.490,0.534,14.0,34.0,0.229,.512,0.550,16.3,32.9,0.217
772,1994-95,WSB,NBA,82,21,61,.256,-5.60,0.04,-5.56,94.5,105.4,111.3,.492,0.529,14.3,29.3,0.211,.512,0.559,14.9,33.3,0.262
773,1994-95,UTA*,NBA,82,60,22,.732,7.99,-0.23,7.76,92.6,114.3,105.7,.535,0.587,14.8,29.1,0.306,.496,0.547,15.5,27.5,0.292
774,1994-95,SEA*,NBA,82,57,25,.695,8.18,-0.27,7.91,95.5,114.8,106.3,.527,0.575,14.1,32.6,0.288,.492,0.541,16.1,31.3,0.278
775,1994-95,SAS*,NBA,82,62,20,.756,5.96,-0.06,5.90,94.6,111.7,105.4,.516,0.562,13.8,30.9,0.275,.485,0.523,13.0,27.7,0.214
776,1994-95,SAC,NBA,82,39,43,.476,-1.00,0.26,-0.74,92.3,105.5,106.5,.496,0.538,16.2,32.1,0.255,.481,0.533,15.0,33.0,0.280
777,1994-95,POR*,NBA,82,44,38,.537,3.82,-0.02,3.80,93.8,109.7,105.7,.483,0.521,13.0,37.1,0.218,.491,0.542,14.8,26.5,0.277
778,1994-95,PHO*,NBA,82,59,23,.720,3.88,-0.02,3.86,95.9,114.5,110.4,.524,0.567,12.7,29.7,0.255,.515,0.554,14.0,30.2,0.228
779,1994-95,PHI,NBA,82,24,58,.293,-5.07,0.01,-5.06,91.0,104.1,109.7,.475,0.521,15.3,32.3,0.238,.500,0.544,14.6,33.9,0.235
780,1994-95,ORL*,NBA,82,57,25,.695,7.06,-0.62,6.44,95.1,115.1,107.8,.539,0.569,14.0,34.0,0.239,.490,0.531,13.3,31.6,0.220
781,1994-95,NYK*,NBA,82,55,27,.671,3.11,-0.33,2.78,91.2,107.2,103.8,.508,0.550,15.1,28.6,0.243,.468,0.521,14.4,29.2,0.281
782,1994-95,NJN,NBA,82,30,52,.366,-3.13,-0.14,-3.28,92.3,105.2,108.6,.467,0.519,14.4,33.3,0.260,.493,0.531,12.4,29.1,0.217
783,1994-95,MIN,NBA,82,21,61,.256,-9.00,0.78,-8.22,91.4,102.6,112.4,.475,0.532,16.2,27.7,0.293,.510,0.556,14.8,35.9,0.280
784,1994-95,MIL,NBA,82,34,48,.415,-4.37,0.07,-4.30,92.7,106.2,110.9,.496,0.537,15.5,31.3,0.244,.530,0.567,15.3,31.7,0.230
785,1994-95,MIA,NBA,82,32,50,.390,-1.63,-0.21,-1.85,92.9,108.2,109.9,.499,0.540,14.4,31.7,0.233,.510,0.555,14.9,31.3,0.264
786,1994-95,LAL*,NBA,82,48,34,.585,-0.22,0.21,-0.01,95.2,109.1,109.4,.500,0.539,13.4,31.3,0.215,.500,0.537,14.8,35.6,0.224
787,1994-95,LAC,NBA,82,17,65,.207,-9.16,0.73,-8.43,94.3,101.5,111.1,.468,0.508,14.6,29.6,0.214,.526,0.573,16.6,34.3,0.290
788,1994-95,IND*,NBA,82,52,30,.634,3.70,-0.34,3.35,90.0,109.6,105.6,.507,0.557,15.5,32.8,0.287,.493,0.535,15.8,31.4,0.237
789,1994-95,HOU*,NBA,82,47,35,.573,2.12,0.20,2.32,94.2,109.7,107.4,.529,0.568,15.0,26.9,0.232,.489,0.527,13.9,32.3,0.199
790,1994-95,GSW,NBA,82,26,56,.317,-5.41,0.51,-4.90,97.9,106.7,112.2,.508,0.547,15.9,30.3,0.245,.522,0.556,13.9,33.5,0.216
791,1994-95,DET,NBA,82,28,54,.341,-7.29,0.21,-7.08,93.2,105.1,112.9,.499,0.538,15.0,28.3,0.217,.510,0.558,14.2,34.2,0.299
792,1994-95,DEN*,NBA,82,41,41,.500,0.84,0.11,0.96,91.5,109.1,108.2,.511,0.556,15.6,32.0,0.263,.487,0.535,13.2,29.8,0.257
793,1994-95,DAL,NBA,82,36,46,.439,-2.90,0.51,-2.39,94.7,107.6,110.6,.466,0.509,13.9,38.9,0.221,.519,0.554,13.7,30.2,0.208
794,1994-95,CLE*,NBA,82,43,39,.524,0.62,-0.07,0.55,84.8,105.3,104.6,.472,0.520,14.2,31.8,0.241,.493,0.536,15.0,27.6,0.224
795,1994-95,CHI*,NBA,82,47,35,.573,4.83,-0.51,4.32,92.0,109.5,104.3,.509,0.546,14.5,32.9,0.224,.488,0.536,16.7,31.8,0.263
796,1994-95,CHH*,NBA,82,50,32,.610,3.28,-0.41,2.87,91.2,109.6,106.1,.517,0.562,14.3,26.0,0.247,.485,0.523,13.8,31.5,0.202
797,1994-95,BOS*,NBA,82,35,47,.427,-1.88,-0.04,-1.92,94.0,108.6,110.6,.491,0.537,14.3,33.1,0.249,.512,0.550,13.6,31.4,0.235
798,1994-95,ATL*,NBA,82,42,40,.512,1.28,-0.22,1.06,89.8,106.6,105.2,.487,0.525,13.9,31.6,0.211,.495,0.533,15.6,31.6,0.215
799,1993-94,WSB,NBA,82,24,58,.293,-7.38,0.25,-7.13,95.9,104.5,112.2,.484,0.529,15.3,31.2,0.237,.526,0.559,14.0,33.8,0.206
800,1993-94,UTA*,NBA,82,53,29,.646,4.22,-0.12,4.10,93.1,108.6,104.1,.490,0.537,13.3,31.3,0.262,.469,0.519,14.6,31.6,0.267
801,1993-94,SEA*,NBA,82,63,19,.768,9.09,-0.41,8.68,95.1,111.1,101.5,.501,0.547,13.7,34.4,0.256,.479,0.529,18.2,32.7,0.272
802,1993-94,SAS*,NBA,82,55,27,.671,5.26,-0.21,5.05,90.1,110.4,104.6,.494,0.537,13.6,35.6,0.239,.467,0.504,11.7,29.5,0.196
803,1993-94,SAC,NBA,82,28,54,.341,-5.77,0.44,-5.32,97.5,103.3,109.2,.471,0.516,14.2,30.4,0.239,.499,0.541,14.2,33.6,0.252
804,1993-94,POR*,NBA,82,47,35,.573,2.63,-0.04,2.60,98.8,108.1,105.5,.472,0.518,12.5,34.4,0.240,.490,0.534,14.8,29.2,0.235
805,1993-94,PHO*,NBA,82,56,26,.683,4.84,-0.17,4.68,96.7,111.7,106.8,.509,0.548,13.9,35.2,0.236,.493,0.529,13.5,30.7,0.202
806,1993-94,PHI,NBA,82,25,57,.305,-7.62,0.25,-7.37,95.7,101.7,109.7,.478,0.518,15.0,28.0,0.221,.502,0.534,12.8,33.4,0.177
807,1993-94,ORL*,NBA,82,50,32,.610,3.89,-0.21,3.68,95.2,110.8,106.7,.514,0.547,14.4,33.8,0.231,.479,0.520,13.3,33.7,0.214
808,1993-94,NYK*,NBA,82,57,25,.695,6.99,-0.50,6.48,92.8,105.7,98.2,.483,0.527,15.1,34.4,0.232,.451,0.501,16.0,28.6,0.261
809,1993-94,NJN*,NBA,82,45,37,.549,2.20,-0.08,2.11,95.5,107.2,104.9,.461,0.515,12.7,34.0,0.267,.475,0.516,13.5,30.9,0.212
810,1993-94,MIN,NBA,82,20,62,.244,-6.93,0.38,-6.55,94.7,101.9,109.2,.471,0.525,16.4,30.1,0.272,.488,0.534,12.8,32.0,0.259
811,1993-94,MIL,NBA,82,20,62,.244,-6.48,0.24,-6.24,94.5,102.5,109.3,.471,0.512,14.7,31.1,0.225,.513,0.556,15.7,33.5,0.254
812,1993-94,MIA*,NBA,82,42,40,.512,2.67,-0.27,2.40,93.8,109.5,106.7,.488,0.538,14.3,35.3,0.253,.479,0.532,14.5,30.9,0.284
813,1993-94,LAL,NBA,82,33,49,.402,-4.29,0.36,-3.93,95.5,104.8,109.3,.466,0.503,12.8,33.2,0.193,.492,0.534,14.3,36.8,0.240
814,1993-94,LAC,NBA,82,27,55,.329,-5.72,0.44,-5.28,99.6,102.9,108.6,.484,0.521,15.4,30.4,0.211,.494,0.531,14.0,35.9,0.213
815,1993-94,IND*,NBA,82,47,35,.573,3.45,-0.19,3.26,93.3,107.8,104.2,.500,0.547,16.0,34.4,0.270,.471,0.521,14.9,32.0,0.267
816,1993-94,HOU*,NBA,82,58,24,.707,4.32,-0.12,4.19,95.0,105.9,101.4,.507,0.545,15.0,27.6,0.218,.458,0.497,13.3,30.3,0.192
817,1993-94,GSW*,NBA,82,50,32,.610,1.74,0.01,1.76,99.1,108.3,106.5,.512,0.542,14.9,32.9,0.214,.488,0.527,14.7,35.6,0.210
818,1993-94,DET,NBA,82,20,62,.244,-7.78,0.33,-7.46,94.2,102.7,110.9,.477,0.511,13.7,28.4,0.179,.493,0.540,12.8,33.9,0.262
819,1993-94,DEN*,NBA,82,42,40,.512,1.49,0.05,1.54,96.1,103.9,102.3,.478,0.524,15.3,32.2,0.256,.453,0.504,13.4,30.4,0.252
820,1993-94,DAL,NBA,82,13,69,.159,-8.70,0.50,-8.19,94.5,100.4,109.6,.449,0.492,15.0,33.7,0.205,.513,0.560,15.8,33.9,0.283
821,1993-94,CLE*,NBA,82,47,35,.573,4.02,-0.39,3.64,91.7,109.4,105.1,.487,0.537,12.8,31.8,0.258,.484,0.524,14.5,31.0,0.215
822,1993-94,CHI*,NBA,82,55,27,.671,3.09,-0.22,2.87,91.9,106.1,102.7,.493,0.526,14.6,33.8,0.192,.482,0.525,15.3,29.2,0.225
823,1993-94,CHH,NBA,82,41,41,.500,-0.22,-0.01,-0.23,97.5,108.4,108.6,.500,0.543,13.6,29.2,0.230,.492,0.530,13.2,33.0,0.205
824,1993-94,BOS,NBA,82,32,50,.390,-4.28,0.01,-4.28,95.6,104.2,108.7,.482,0.521,13.5,29.3,0.207,.494,0.538,13.7,32.2,0.238
825,1993-94,ATL*,NBA,82,57,25,.695,5.27,-0.33,4.94,94.2,107.2,101.7,.480,0.523,13.6,34.6,0.221,.475,0.511,16.0,32.3,0.185
826,1992-93,WSB,NBA,82,22,60,.268,-7.04,0.55,-6.49,97.7,103.6,110.8,.480,0.523,14.2,28.8,0.223,.510,0.548,13.6,32.9,0.219
827,1992-93,UTA*,NBA,82,47,35,.573,2.17,-0.43,1.74,96.5,109.6,107.4,.498,0.550,13.8,31.0,0.279,.487,0.533,13.9,31.3,0.250
828,1992-93,SEA*,NBA,82,55,27,.671,7.07,-0.42,6.66,96.0,112.3,104.9,.502,0.546,13.5,35.5,0.241,.489,0.538,16.4,32.3,0.260
829,1992-93,SAS*,NBA,82,49,33,.598,2.67,-0.46,2.21,95.4,109.6,106.8,.507,0.555,13.6,27.8,0.265,.477,0.522,12.3,29.9,0.221
830,1992-93,SAC,NBA,82,25,57,.305,-3.17,0.17,-3.00,100.8,106.5,109.6,.481,0.530,14.1,30.7,0.257,.502,0.554,15.1,33.3,0.292
831,1992-93,POR*,NBA,82,51,31,.622,3.11,-0.19,2.92,99.1,108.3,105.2,.476,0.526,12.6,32.7,0.259,.488,0.533,14.8,29.0,0.237
